indic_code,indic_source,indic_lib,indic_cat,icd10,service,add_def,population,age_min,age_max,sex,enceinte,autre,depistage_fait,depistage_resultat,accouchement_assist,accouchement_ptme_type,chirurgie_urgence,traitement_statut
HMIS3218,SNIGS-Rapport epidemiologique B5a,Cas traumatisme dû aux accidents de la circulation (cs),(Non hospitalises- 5-14 ans- M.),TBD,Consultation,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3219,SNIGS-Rapport epidemiologique B5a,Cas ulceres genitaux (cs),(Hospitalises- 0-11 mois- F.),TBD,Hospitalisation,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3220,SNIGS-Rapport epidemiologique B5a,Cas ulceres genitaux (cs),(Hospitalises- 0-11 mois- M.),TBD,Hospitalisation,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3221,SNIGS-Rapport epidemiologique B5a,Cas ulceres genitaux (cs),(Hospitalises- 1-4 ans- F.),TBD,Hospitalisation,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3222,SNIGS-Rapport epidemiologique B5a,Cas ulceres genitaux (cs),(Hospitalises- 1-4 ans- M.),TBD,Hospitalisation,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3223,SNIGS-Rapport epidemiologique B5a,Cas ulceres genitaux (cs),(Hospitalises- 15 ans et plus- F.),TBD,Hospitalisation,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3224,SNIGS-Rapport epidemiologique B5a,Cas ulceres genitaux (cs),(Hospitalises- 15 ans et plus- M.),TBD,Hospitalisation,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3225,SNIGS-Rapport epidemiologique B5a,Cas ulceres genitaux (cs),(Hospitalises- 5-14 ans- F.),TBD,Hospitalisation,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3226,SNIGS-Rapport epidemiologique B5a,Cas ulceres genitaux (cs),(Hospitalises- 5-14 ans- M.),TBD,Hospitalisation,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3227,SNIGS-Rapport epidemiologique B5a,Cas ulceres genitaux (cs),(Non hospitalises- 0-11 mois- F.),TBD,Consultation,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3228,SNIGS-Rapport epidemiologique B5a,Cas ulceres genitaux (cs),(Non hospitalises- 0-11 mois- M.),TBD,Consultation,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3229,SNIGS-Rapport epidemiologique B5a,Cas ulceres genitaux (cs),(Non hospitalises- 1-4 ans- F.),TBD,Consultation,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3230,SNIGS-Rapport epidemiologique B5a,Cas ulceres genitaux (cs),(Non hospitalises- 1-4 ans- M.),TBD,Consultation,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3231,SNIGS-Rapport epidemiologique B5a,Cas ulceres genitaux (cs),(Non hospitalises- 15 ans et plus- F.),TBD,Consultation,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3232,SNIGS-Rapport epidemiologique B5a,Cas ulceres genitaux (cs),(Non hospitalises- 15 ans et plus- M.),TBD,Consultation,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3233,SNIGS-Rapport epidemiologique B5a,Cas ulceres genitaux (cs),(Non hospitalises- 5-14 ans- F.),TBD,Consultation,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3234,SNIGS-Rapport epidemiologique B5a,Cas ulceres genitaux (cs),(Non hospitalises- 5-14 ans- M.),TBD,Consultation,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3235,SNIGS-Rapport epidemiologique B5a,Cas ulceres genitaux referes (cs),(default),TBD,Reference,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3236,SNIGS-Rapport epidemiologique B5a,Deces affections bucco-dentaires (cs),(Hospitalises- 0-11 mois- F.),TBD,Hospitalisation,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3237,SNIGS-Rapport epidemiologique B5a,Deces affections bucco-dentaires (cs),(Hospitalises- 0-11 mois- M.),TBD,Hospitalisation,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3238,SNIGS-Rapport epidemiologique B5a,Deces affections bucco-dentaires (cs),(Hospitalises- 1-4 ans- F.),TBD,Hospitalisation,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3239,SNIGS-Rapport epidemiologique B5a,Deces affections bucco-dentaires (cs),(Hospitalises- 1-4 ans- M.),TBD,Hospitalisation,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3240,SNIGS-Rapport epidemiologique B5a,Deces affections bucco-dentaires (cs),(Hospitalises- 15 ans et plus- F.),TBD,Hospitalisation,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3241,SNIGS-Rapport epidemiologique B5a,Deces affections bucco-dentaires (cs),(Hospitalises- 15 ans et plus- M.),TBD,Hospitalisation,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3242,SNIGS-Rapport epidemiologique B5a,Deces affections bucco-dentaires (cs),(Hospitalises- 5-14 ans- F.),TBD,Hospitalisation,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3243,SNIGS-Rapport epidemiologique B5a,Deces affections bucco-dentaires (cs),(Hospitalises- 5-14 ans- M.),TBD,Hospitalisation,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3244,SNIGS-Rapport epidemiologique B5a,Deces affections bucco-dentaires (cs),(Non hospitalises- 0-11 mois- F.),TBD,Consultation,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3245,SNIGS-Rapport epidemiologique B5a,Deces affections bucco-dentaires (cs),(Non hospitalises- 0-11 mois- M.),TBD,Consultation,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3246,SNIGS-Rapport epidemiologique B5a,Deces affections bucco-dentaires (cs),(Non hospitalises- 1-4 ans- F.),TBD,Consultation,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3247,SNIGS-Rapport epidemiologique B5a,Deces affections bucco-dentaires (cs),(Non hospitalises- 1-4 ans- M.),TBD,Consultation,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3248,SNIGS-Rapport epidemiologique B5a,Deces affections bucco-dentaires (cs),(Non hospitalises- 15 ans et plus- F.),TBD,Consultation,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3249,SNIGS-Rapport epidemiologique B5a,Deces affections bucco-dentaires (cs),(Non hospitalises- 15 ans et plus- M.),TBD,Consultation,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3250,SNIGS-Rapport epidemiologique B5a,Deces affections bucco-dentaires (cs),(Non hospitalises- 5-14 ans- F.),TBD,Consultation,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3251,SNIGS-Rapport epidemiologique B5a,Deces affections bucco-dentaires (cs),(Non hospitalises- 5-14 ans- M.),TBD,Consultation,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3252,SNIGS-Rapport epidemiologique B5a,Deces affections cardio-vasculaires (cs),(Hospitalises- 0-11 mois- F.),TBD,Hospitalisation,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3253,SNIGS-Rapport epidemiologique B5a,Deces affections cardio-vasculaires (cs),(Hospitalises- 0-11 mois- M.),TBD,Hospitalisation,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3254,SNIGS-Rapport epidemiologique B5a,Deces affections cardio-vasculaires (cs),(Hospitalises- 1-4 ans- F.),TBD,Hospitalisation,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3255,SNIGS-Rapport epidemiologique B5a,Deces affections cardio-vasculaires (cs),(Hospitalises- 1-4 ans- M.),TBD,Hospitalisation,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3256,SNIGS-Rapport epidemiologique B5a,Deces affections cardio-vasculaires (cs),(Hospitalises- 15 ans et plus- F.),TBD,Hospitalisation,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3257,SNIGS-Rapport epidemiologique B5a,Deces affections cardio-vasculaires (cs),(Hospitalises- 15 ans et plus- M.),TBD,Hospitalisation,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3258,SNIGS-Rapport epidemiologique B5a,Deces affections cardio-vasculaires (cs),(Hospitalises- 5-14 ans- F.),TBD,Hospitalisation,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3259,SNIGS-Rapport epidemiologique B5a,Deces affections cardio-vasculaires (cs),(Hospitalises- 5-14 ans- M.),TBD,Hospitalisation,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3260,SNIGS-Rapport epidemiologique B5a,Deces affections cardio-vasculaires (cs),(Non hospitalises- 0-11 mois- F.),TBD,Consultation,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3261,SNIGS-Rapport epidemiologique B5a,Deces affections cardio-vasculaires (cs),(Non hospitalises- 0-11 mois- M.),TBD,Consultation,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3262,SNIGS-Rapport epidemiologique B5a,Deces affections cardio-vasculaires (cs),(Non hospitalises- 1-4 ans- F.),TBD,Consultation,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3263,SNIGS-Rapport epidemiologique B5a,Deces affections cardio-vasculaires (cs),(Non hospitalises- 1-4 ans- M.),TBD,Consultation,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3264,SNIGS-Rapport epidemiologique B5a,Deces affections cardio-vasculaires (cs),(Non hospitalises- 15 ans et plus- F.),TBD,Consultation,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3265,SNIGS-Rapport epidemiologique B5a,Deces affections cardio-vasculaires (cs),(Non hospitalises- 15 ans et plus- M.),TBD,Consultation,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3266,SNIGS-Rapport epidemiologique B5a,Deces affections cardio-vasculaires (cs),(Non hospitalises- 5-14 ans- F.),TBD,Consultation,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3267,SNIGS-Rapport epidemiologique B5a,Deces affections cardio-vasculaires (cs),(Non hospitalises- 5-14 ans- M.),TBD,Consultation,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3268,SNIGS-Rapport epidemiologique B5a,Deces affections osteo-articulaires (cs),(Hospitalises- 0-11 mois- F.),TBD,Hospitalisation,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3269,SNIGS-Rapport epidemiologique B5a,Deces affections osteo-articulaires (cs),(Hospitalises- 0-11 mois- M.),TBD,Hospitalisation,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3270,SNIGS-Rapport epidemiologique B5a,Deces affections osteo-articulaires (cs),(Hospitalises- 1-4 ans- F.),TBD,Hospitalisation,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3271,SNIGS-Rapport epidemiologique B5a,Deces affections osteo-articulaires (cs),(Hospitalises- 1-4 ans- M.),TBD,Hospitalisation,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3272,SNIGS-Rapport epidemiologique B5a,Deces affections osteo-articulaires (cs),(Hospitalises- 15 ans et plus- F.),TBD,Hospitalisation,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3273,SNIGS-Rapport epidemiologique B5a,Deces affections osteo-articulaires (cs),(Hospitalises- 15 ans et plus- M.),TBD,Hospitalisation,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3274,SNIGS-Rapport epidemiologique B5a,Deces affections osteo-articulaires (cs),(Hospitalises- 5-14 ans- F.),TBD,Hospitalisation,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3275,SNIGS-Rapport epidemiologique B5a,Deces affections osteo-articulaires (cs),(Hospitalises- 5-14 ans- M.),TBD,Hospitalisation,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3276,SNIGS-Rapport epidemiologique B5a,Deces affections osteo-articulaires (cs),(Non hospitalises- 0-11 mois- F.),TBD,Consultation,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3277,SNIGS-Rapport epidemiologique B5a,Deces affections osteo-articulaires (cs),(Non hospitalises- 0-11 mois- M.),TBD,Consultation,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3278,SNIGS-Rapport epidemiologique B5a,Deces affections osteo-articulaires (cs),(Non hospitalises- 1-4 ans- F.),TBD,Consultation,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3279,SNIGS-Rapport epidemiologique B5a,Deces affections osteo-articulaires (cs),(Non hospitalises- 1-4 ans- M.),TBD,Consultation,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3280,SNIGS-Rapport epidemiologique B5a,Deces affections osteo-articulaires (cs),(Non hospitalises- 15 ans et plus- F.),TBD,Consultation,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3281,SNIGS-Rapport epidemiologique B5a,Deces affections osteo-articulaires (cs),(Non hospitalises- 15 ans et plus- M.),TBD,Consultation,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3282,SNIGS-Rapport epidemiologique B5a,Deces affections osteo-articulaires (cs),(Non hospitalises- 5-14 ans- F.),TBD,Consultation,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3283,SNIGS-Rapport epidemiologique B5a,Deces affections osteo-articulaires (cs),(Non hospitalises- 5-14 ans- M.),TBD,Consultation,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3284,SNIGS-Rapport epidemiologique B5a,Deces anemie (cs),(Hospitalises- 0-11 mois- F.),TBD,Hospitalisation,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3285,SNIGS-Rapport epidemiologique B5a,Deces anemie (cs),(Hospitalises- 0-11 mois- M.),TBD,Hospitalisation,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3286,SNIGS-Rapport epidemiologique B5a,Deces anemie (cs),(Hospitalises- 1-4 ans- F.),TBD,Hospitalisation,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3287,SNIGS-Rapport epidemiologique B5a,Deces anemie (cs),(Hospitalises- 1-4 ans- M.),TBD,Hospitalisation,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3288,SNIGS-Rapport epidemiologique B5a,Deces anemie (cs),(Hospitalises- 15 ans et plus- F.),TBD,Hospitalisation,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3289,SNIGS-Rapport epidemiologique B5a,Deces anemie (cs),(Hospitalises- 15 ans et plus- M.),TBD,Hospitalisation,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3290,SNIGS-Rapport epidemiologique B5a,Deces anemie (cs),(Hospitalises- 5-14 ans- F.),TBD,Hospitalisation,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3291,SNIGS-Rapport epidemiologique B5a,Deces anemie (cs),(Hospitalises- 5-14 ans- M.),TBD,Hospitalisation,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3292,SNIGS-Rapport epidemiologique B5a,Deces anemie (cs),(Non hospitalises- 0-11 mois- F.),TBD,Consultation,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3293,SNIGS-Rapport epidemiologique B5a,Deces anemie (cs),(Non hospitalises- 0-11 mois- M.),TBD,Consultation,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3294,SNIGS-Rapport epidemiologique B5a,Deces anemie (cs),(Non hospitalises- 1-4 ans- F.),TBD,Consultation,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3295,SNIGS-Rapport epidemiologique B5a,Deces anemie (cs),(Non hospitalises- 1-4 ans- M.),TBD,Consultation,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3296,SNIGS-Rapport epidemiologique B5a,Deces anemie (cs),(Non hospitalises- 15 ans et plus- F.),TBD,Consultation,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3297,SNIGS-Rapport epidemiologique B5a,Deces anemie (cs),(Non hospitalises- 15 ans et plus- M.),TBD,Consultation,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3298,SNIGS-Rapport epidemiologique B5a,Deces anemie (cs),(Non hospitalises- 5-14 ans- F.),TBD,Consultation,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3299,SNIGS-Rapport epidemiologique B5a,Deces anemie (cs),(Non hospitalises- 5-14 ans- M.),TBD,Consultation,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3300,SNIGS-Rapport epidemiologique B5a,Deces autres affections (cs),(Hospitalises- 0-11 mois- F.),TBD,Hospitalisation,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3301,SNIGS-Rapport epidemiologique B5a,Deces autres affections (cs),(Hospitalises- 0-11 mois- M.),TBD,Hospitalisation,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3302,SNIGS-Rapport epidemiologique B5a,Deces autres affections (cs),(Hospitalises- 1-4 ans- F.),TBD,Hospitalisation,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3303,SNIGS-Rapport epidemiologique B5a,Deces autres affections (cs),(Hospitalises- 1-4 ans- M.),TBD,Hospitalisation,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3304,SNIGS-Rapport epidemiologique B5a,Deces autres affections (cs),(Hospitalises- 15 ans et plus- F.),TBD,Hospitalisation,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3305,SNIGS-Rapport epidemiologique B5a,Deces autres affections (cs),(Hospitalises- 15 ans et plus- M.),TBD,Hospitalisation,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3306,SNIGS-Rapport epidemiologique B5a,Deces autres affections (cs),(Hospitalises- 5-14 ans- F.),TBD,Hospitalisation,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3307,SNIGS-Rapport epidemiologique B5a,Deces autres affections (cs),(Hospitalises- 5-14 ans- M.),TBD,Hospitalisation,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3308,SNIGS-Rapport epidemiologique B5a,Deces autres affections (cs),(Non hospitalises- 0-11 mois- F.),TBD,Consultation,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3309,SNIGS-Rapport epidemiologique B5a,Deces autres affections (cs),(Non hospitalises- 0-11 mois- M.),TBD,Consultation,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3310,SNIGS-Rapport epidemiologique B5a,Deces autres affections (cs),(Non hospitalises- 1-4 ans- F.),TBD,Consultation,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3311,SNIGS-Rapport epidemiologique B5a,Deces autres affections (cs),(Non hospitalises- 1-4 ans- M.),TBD,Consultation,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3312,SNIGS-Rapport epidemiologique B5a,Deces autres affections (cs),(Non hospitalises- 15 ans et plus- F.),TBD,Consultation,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3313,SNIGS-Rapport epidemiologique B5a,Deces autres affections (cs),(Non hospitalises- 15 ans et plus- M.),TBD,Consultation,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3314,SNIGS-Rapport epidemiologique B5a,Deces autres affections (cs),(Non hospitalises- 5-14 ans- F.),TBD,Consultation,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3315,SNIGS-Rapport epidemiologique B5a,Deces autres affections (cs),(Non hospitalises- 5-14 ans- M.),TBD,Consultation,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3316,SNIGS-Rapport epidemiologique B5a,Deces autres affections dermatologiques (cs),(Hospitalises- 0-11 mois- F.),TBD,Hospitalisation,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3317,SNIGS-Rapport epidemiologique B5a,Deces autres affections dermatologiques (cs),(Hospitalises- 0-11 mois- M.),TBD,Hospitalisation,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3318,SNIGS-Rapport epidemiologique B5a,Deces autres affections dermatologiques (cs),(Hospitalises- 1-4 ans- F.),TBD,Hospitalisation,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3319,SNIGS-Rapport epidemiologique B5a,Deces autres affections dermatologiques (cs),(Hospitalises- 1-4 ans- M.),TBD,Hospitalisation,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3320,SNIGS-Rapport epidemiologique B5a,Deces autres affections dermatologiques (cs),(Hospitalises- 15 ans et plus- F.),TBD,Hospitalisation,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3321,SNIGS-Rapport epidemiologique B5a,Deces autres affections dermatologiques (cs),(Hospitalises- 15 ans et plus- M.),TBD,Hospitalisation,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3322,SNIGS-Rapport epidemiologique B5a,Deces autres affections dermatologiques (cs),(Hospitalises- 5-14 ans- F.),TBD,Hospitalisation,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3323,SNIGS-Rapport epidemiologique B5a,Deces autres affections dermatologiques (cs),(Hospitalises- 5-14 ans- M.),TBD,Hospitalisation,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3324,SNIGS-Rapport epidemiologique B5a,Deces autres affections dermatologiques (cs),(Non hospitalises- 0-11 mois- F.),TBD,Consultation,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3325,SNIGS-Rapport epidemiologique B5a,Deces autres affections dermatologiques (cs),(Non hospitalises- 0-11 mois- M.),TBD,Consultation,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3326,SNIGS-Rapport epidemiologique B5a,Deces autres affections dermatologiques (cs),(Non hospitalises- 1-4 ans- F.),TBD,Consultation,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3327,SNIGS-Rapport epidemiologique B5a,Deces autres affections dermatologiques (cs),(Non hospitalises- 1-4 ans- M.),TBD,Consultation,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3328,SNIGS-Rapport epidemiologique B5a,Deces autres affections dermatologiques (cs),(Non hospitalises- 15 ans et plus- F.),TBD,Consultation,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3329,SNIGS-Rapport epidemiologique B5a,Deces autres affections dermatologiques (cs),(Non hospitalises- 15 ans et plus- M.),TBD,Consultation,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3330,SNIGS-Rapport epidemiologique B5a,Deces autres affections dermatologiques (cs),(Non hospitalises- 5-14 ans- F.),TBD,Consultation,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3331,SNIGS-Rapport epidemiologique B5a,Deces autres affections dermatologiques (cs),(Non hospitalises- 5-14 ans- M.),TBD,Consultation,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3332,SNIGS-Rapport epidemiologique B5a,Deces autres affections gastro-intestinales (cs),(Hospitalises- 0-11 mois- F.),TBD,Hospitalisation,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3333,SNIGS-Rapport epidemiologique B5a,Deces autres affections gastro-intestinales (cs),(Hospitalises- 0-11 mois- M.),TBD,Hospitalisation,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3334,SNIGS-Rapport epidemiologique B5a,Deces autres affections gastro-intestinales (cs),(Hospitalises- 1-4 ans- F.),TBD,Hospitalisation,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3335,SNIGS-Rapport epidemiologique B5a,Deces autres affections gastro-intestinales (cs),(Hospitalises- 1-4 ans- M.),TBD,Hospitalisation,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3336,SNIGS-Rapport epidemiologique B5a,Deces autres affections gastro-intestinales (cs),(Hospitalises- 15 ans et plus- F.),TBD,Hospitalisation,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
